gene_symbol,Bcs1l
parameter_id,IMPC_GEL_060_001
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Neural tube morphology
pvalue,0.6470007
analysis_id,enpsf91z6qw68q7
