mouse_life_stage,E12.5
parameter_name,QT
pvalue,0.9326124
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
mouse_strain,C57BL
analysis_id,90db74esq1no4d8
parameter_id,IMPC_ECG_028_001
