parameter_id,IMPC_OFD_009_001
mouse_life_stage,E15.5
gene_symbol,Fgb
analysis_id,x09rlq8xo28q16b
pvalue,0.6454567
mouse_strain,C57BL
gene_accession_id,MGI:99501
parameter_name,Whole arena average speed
