gene_symbol,Ahcy
gene_accession_id,MGI:87968
pvalue,1.36359
parameter_name,Breath rate during sleep mean
mouse_strain,C57BL
parameter_id,JAX_SLW_013_001
analysis_id,0pg44l7dfn4d3hp
mouse_life_stage,Early adult
