gene_symbol,Dcaf10
mouse_life_stage,Early adult
gene_accession_id,MGI:2140179
parameter_id,IMPC_DXA_003_001
analysis_id,z56r4jm5s0dkr15
parameter_name,Lean mass
mouse_strain,C57BL
pvalue,0.2827917
