gene_symbol,Eprs1
analysis_id,8281018njuh24e9
parameter_name,Forelimb grip strength measurement mean
pvalue,0.9822343
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_GRS_008_001
gene_accession_id,MGI:97838
