parameter_id,MGP_MLN_001_001
gene_symbol,Slx4ip
gene_accession_id,MGI:1921493
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
analysis_id,196b56xs72cp6rz
mouse_life_stage,Early adult
pvalue,0.3586492
