parameter_id,MGP_BMI_019_001
mouse_strain,C57BL
gene_accession_id,MGI:1927232
gene_symbol,Rab13
pvalue,0.3633788
parameter_name,T cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,361451e8d66t31c
