parameter_id,IMPC_GRS_011_001
gene_accession_id,MGI:1309468
gene_symbol,Casq1
mouse_strain,C57BL
analysis_id,fwaqb3v5c60s540
pvalue,0.0009481926
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_life_stage,Early adult
