gene_symbol,Wars2
pvalue,0.8823145
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_id,MGP_MLN_015_001
parameter_name,Naive CD8+ T cells - % of CD8+
analysis_id,96w8cs9h21nd3d4
mouse_life_stage,E9.5
