gene_accession_id,MGI:99501
pvalue,0.8369242
gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,E15.5
analysis_id,o8h54nyr79c349o
parameter_name,Effector NK cells - % of NK cells
parameter_id,MGP_MLN_032_001
