gene_symbol,Fgb
analysis_id,u6j95e1zj4274y5
gene_accession_id,MGI:99501
parameter_name,Snout size
pvalue,0.3227122
parameter_id,MGP_CSD_067_001
mouse_life_stage,E12.5
mouse_strain,C57BL
