parameter_id,IMPC_ECH_003_001
analysis_id,1v68ypyt20f68b1
mouse_strain,C57BL
parameter_name,Stroke Volume
gene_symbol,Wars2
mouse_life_stage,Early adult
pvalue,0.7938254
gene_accession_id,MGI:1917810
