parameter_name,Prepulse inhibition - PP4
mouse_strain,C57BL
gene_accession_id,MGI:1914836
pvalue,0.9319619
analysis_id,u00xq17i99g6p66
gene_symbol,Ubxn11
parameter_id,ESLIM_011_001_704
mouse_life_stage,Early adult
