mouse_life_stage,E12.5
gene_accession_id,MGI:97838
parameter_name,Total protein
gene_symbol,Eprs1
mouse_strain,C57BL
parameter_id,IMPC_CBC_006_001
analysis_id,u6klop87p4s24or
pvalue,0.9831115
