pvalue,0.117521
gene_symbol,Lurap1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
analysis_id,r1y09m53waek48q
gene_accession_id,MGI:1915325
parameter_id,IMPC_FEA_107_001
