mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
parameter_id,JAXLA_GRS_011_001
mouse_strain,C57BL
gene_symbol,Hpca
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
pvalue,0.1754312
analysis_id,586e84798x0wb70
