parameter_id,IMPC_GEO_011_001
analysis_id,w3v321jw2526235
gene_symbol,Mgst2
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:2448481
pvalue,0.1557852
mouse_life_stage,Early adult
mouse_strain,C57BL
