parameter_name,Creatinine
pvalue,0.623028
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
gene_symbol,Eprs1
parameter_id,HMGULA_CBC_005_001
analysis_id,6823p5z4bi27nxh
