gene_symbol,Morn5
mouse_life_stage,Early adult
analysis_id,5v8q6jd5k7f695c
mouse_strain,C57BL
parameter_name,Glucose
parameter_id,IMPC_CBC_018_001
gene_accession_id,MGI:1922745
pvalue,0.3334289
