parameter_id,IMPC_CBC_001_001
gene_accession_id,MGI:1346344
pvalue,0.1758236
gene_symbol,Nr0b2
parameter_name,Sodium
mouse_strain,B6J
mouse_life_stage,Early adult
analysis_id,7ir5e26t2xnz5c1
