parameter_id,IMPC_GEL_027_001
gene_accession_id,MGI:1914944
analysis_id,d2ji5r0if4j77tx
parameter_name,Neural tube closure
mouse_strain,C57BL
gene_symbol,Ift74
mouse_life_stage,Early adult
pvalue,0.1619169
