mouse_strain,129SV
gene_accession_id,MGI:99605
pvalue,0.9323119
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
gene_symbol,Cntfr
mouse_life_stage,Early adult
analysis_id,7820c2vp5il72ix
parameter_id,IMPC_FEA_107_001
