parameter_id,M-G-P_025_001_030
parameter_name,Magnesium
pvalue,0.3517768
analysis_id,rqx12190qbg8n1d
mouse_life_stage,E15.5
gene_symbol,Bmi1
mouse_strain,C57BL
gene_accession_id,MGI:88174
