gene_accession_id,MGI:107414
gene_symbol,Tnfsf10
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_007_001
pvalue,0.7249167
parameter_name,Coat - color - abdomen
analysis_id,xx8rxi2r921qedg
