parameter_id,HRWLLA_OFD_010_001
analysis_id,2022d8j3108wv1e
gene_accession_id,MGI:88174
pvalue,0.4792997
mouse_strain,C57BL
gene_symbol,Bmi1
parameter_name,Periphery distance travelled
mouse_life_stage,E12.5
