parameter_id,JAX_LDT_004_001
analysis_id,o9v1u7471l2aezy
gene_symbol,Inpp1
mouse_life_stage,Early adult
parameter_name,Dark side time spent
mouse_strain,C57BL
gene_accession_id,MGI:104848
pvalue,0.8154473
