parameter_id,IMPC_CSD_069_001
mouse_life_stage,Early adult
pvalue,0.18369
gene_accession_id,MGI:1915678
parameter_name,Upper teeth appearance
analysis_id,8c9ofc4x688he6s
mouse_strain,C57BL
gene_symbol,Steap3
