gene_symbol,Lpgat1
parameter_name,CV
gene_accession_id,MGI:2446186
mouse_strain,C57BL
pvalue,0.6115117
analysis_id,38pa557y8glmo12
mouse_life_stage,Late adult
parameter_id,IMPC_ECG_003_001
