parameter_name,Periphery resting time
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
parameter_id,ESLIM_007_001_007
gene_symbol,Cds2
pvalue,0.5183801
mouse_strain,129SV
analysis_id,i844b84m831yzeq
