parameter_name,Periphery average speed
analysis_id,zvd6e1092e67k61
gene_accession_id,MGI:1914256
gene_symbol,Cisd2
parameter_id,JAX_OFD_013_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.906371
