parameter_name,Retina (combined)
mouse_life_stage,Middle aged adult
parameter_id,IMPC_EYE_092_002
pvalue,0.237441
mouse_strain,C57BL
analysis_id,ft4m9d4q4p0ch8w
gene_symbol,Snap23
gene_accession_id,MGI:109356
