gene_symbol,Ola1
mouse_life_stage,E18.5
parameter_name,Coat - hair distribution - head
gene_accession_id,MGI:1914309
analysis_id,o2h501t10w2677g
parameter_id,IMPC_CSD_012_001
pvalue,0.275171
mouse_strain,C57BL
