gene_symbol,Jun
pvalue,0.786001
parameter_name,Lens Opacity
mouse_life_stage,E9.5
parameter_id,IMPC_EYE_017_001
analysis_id,538s330x44h2pi5
gene_accession_id,MGI:96646
mouse_strain,C57BL
