gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_life_stage,E9.5
analysis_id,d8t0gw5spn9ng76
parameter_id,IMPC_CBC_058_001
mouse_strain,C57BL
parameter_name,Cholesterol ratio
pvalue,0.7333543
