mouse_life_stage,Early adult
pvalue,0.5156478
gene_symbol,Maco1
analysis_id,saczr8o013s21k6
gene_accession_id,MGI:1913396
parameter_id,M-G-P_020_001_001
mouse_strain,C57BL
parameter_name,Body Weight
