parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:99605
pvalue,0.5462211
mouse_strain,129SV
parameter_name,Hemorrhage
gene_symbol,Cntfr
analysis_id,t0j8f0pc2u7ley5
mouse_life_stage,Early adult
