gene_symbol,Slc45a3
parameter_id,JAXLA_CSD_041_002
parameter_name,Hindpaw - size
mouse_strain,C57BL
pvalue,0.6076439
mouse_life_stage,Early adult
gene_accession_id,MGI:1922082
analysis_id,3x14aswj329s6zg
