gene_symbol,Zyg11b
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
parameter_name,Fat mass
analysis_id,31p5sde6e9ewg00
pvalue,0.1131407
mouse_strain,C57BL
parameter_id,IMPC_DXA_002_001
