parameter_name,Eye
gene_accession_id,MGI:1927232
gene_symbol,Rab13
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,e2w6q4a7c5804t7
parameter_id,M-G-P_014_001_001
pvalue,0.6945603
