gene_symbol,AU040320
pvalue,0.3606866
mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:2140475
parameter_name,Center average speed
analysis_id,x381390jdik56ia
mouse_strain,C57BL
