gene_symbol,Zmynd8
analysis_id,b9b2jl5ya4ddbic
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_PBI_011_001
parameter_name,KLRG1+ mature NK cell percentage
pvalue,0.4976351
gene_accession_id,MGI:1918025
