gene_symbol,Trim46
gene_accession_id,MGI:2673000
analysis_id,f50799xvu051203
parameter_name,Mean corpuscular hemoglobin
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_HEM_006_001
pvalue,0.6573015
