gene_symbol,Ppm1j
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
mouse_life_stage,Early adult
pvalue,0.2821559
gene_accession_id,MGI:1919137
parameter_name,Total cholesterol
analysis_id,w80nrgydb585ces
