gene_symbol,Slc39a10
pvalue,0.4900212
analysis_id,4135262hza07xq6
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_IMM_001_001
mouse_strain,C57BL
