gene_symbol,Arpc2
analysis_id,9y5khb533w788b4
gene_accession_id,MGI:1923959
parameter_id,IMPC_XRY_002_001
mouse_strain,C57BL
parameter_name,Zygomatic bone
pvalue,0.3122937
mouse_life_stage,Early adult
