parameter_name,Total cholesterol
pvalue,0.7969216
parameter_id,IMPC_CBC_015_001
mouse_strain,C57BL
gene_symbol,Slc2a8
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
analysis_id,66qhgc1280i8x63
