parameter_name,Whole arena resting time
analysis_id,9hh96k4b2vqm21m
gene_accession_id,MGI:2385156
parameter_id,IMPC_OFD_007_001
pvalue,0.2479374
mouse_strain,C52BL
gene_symbol,Sdcbp2
mouse_life_stage,Early adult
