parameter_id,IMPC_CSD_070_001
parameter_name,Lower teeth appearance
gene_accession_id,MGI:1336200
pvalue,0.7218633
gene_symbol,Hpca
mouse_life_stage,Middle aged adult
analysis_id,7pax2jf824xa523
mouse_strain,C57BL
