parameter_name,Body Weight
pvalue,0.7884895
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,8pii743ei5w9jd8
gene_accession_id,MGI:1914437
gene_symbol,Zmynd19
parameter_id,M-G-P_020_001_001
