parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
pvalue,0.5550407
parameter_name,Edema
analysis_id,y4vowx2b1943it7
gene_symbol,Inpp1
