gene_symbol,Bpifa3
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_XRY_059_001
parameter_name,Shape of ribcage
pvalue,0.4954854
gene_accession_id,MGI:1920638
analysis_id,hf9ac18062097n1
