parameter_id,IMPC_ECH_003_001
pvalue,0.6407866
gene_symbol,Secisbp2l
parameter_name,Stroke Volume
mouse_life_stage,Middle aged adult
analysis_id,x7r367yl42qzk0g
gene_accession_id,MGI:1917604
mouse_strain,C57BL
