mouse_life_stage,Early adult
analysis_id,9203434nhk3196n
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
pvalue,0.1845425
gene_symbol,Slc28a2
mouse_strain,C57BL
gene_accession_id,MGI:1913105
parameter_id,MGP_IMM_026_001
