parameter_id,IMPC_ECG_003_001
pvalue,0.8548137
gene_symbol,Lamb3
analysis_id,9w96956w7toq4r4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,CV
gene_accession_id,MGI:99915
