parameter_id,JAX_LDT_005_001
analysis_id,87l956c13s9b23t
parameter_name,Time mobile dark side
pvalue,0.8391296
mouse_life_stage,Early adult
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
mouse_strain,C57BL
