gene_symbol,Cdin1
mouse_strain,C57BL
parameter_name,DN CD44+CD62L- NKT cells
analysis_id,2n0t2knk4x422i5
gene_accession_id,MGI:3026886
parameter_id,IMPC_IMM_046_001
pvalue,0.7929608
mouse_life_stage,Early adult
