gene_symbol,Ddx27
pvalue,0.6571069
analysis_id,r9865gle52da77j
parameter_id,MGP_MLN_066_001
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Effector CD4+ T helper cells - % of CD45+
