parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:1918764
mouse_strain,C57BL
pvalue,0.8236978
analysis_id,i32ogm47197n2fq
parameter_name,% Pre-pulse inhibition - PPI2
mouse_life_stage,Early adult
gene_symbol,Sfpq
