parameter_id,IMPC_XRY_021_001
pvalue,0.7266743
gene_accession_id,MGI:1922855
parameter_name,Humerus
gene_symbol,Kdm5b
analysis_id,82l56640288y699
mouse_life_stage,Early adult
mouse_strain,C57BL
