parameter_id,IMPC_HEM_030_001
pvalue,0.2605849
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
parameter_name,Neutrophil cell count
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,6m93j7vm8i112f5
