gene_symbol,Slc45a3
pvalue,0.5572141
parameter_name,Lumbar processes
mouse_strain,C57BL
gene_accession_id,MGI:1922082
parameter_id,IMPC_XRY_065_001
analysis_id,5wn3frsm9x143h9
mouse_life_stage,Early adult
