parameter_name,Magnesium
gene_accession_id,MGI:99501
analysis_id,r8mqil0oebo426r
parameter_id,IMPC_CBC_054_001
pvalue,0.3093414
mouse_life_stage,Early adult
gene_symbol,Fgb
mouse_strain,C57BL
