gene_symbol,Inpp1
mouse_strain,129SV
pvalue,0.7920663
parameter_name,18kHz-evoked ABR Threshold
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
analysis_id,52z1qp92so52k0j
parameter_id,IMPC_ABR_008_001
